Identifier (RIC),Company Name,Country of Exchange,GICS Industry Name,"Company Market Capitalization
(USD)",ISIN,"ESG Score
(FY-1)","ESG Score
(FY-2)","ESG Score
(FY-3)","ESG Score
(FY-4)","ESG Score
(FY-5)","ESG Score
(FY-6)","ESG Score
(FY-7)","ESG Score
(FY-8)","ESG Score
(FY-9)","ESG Score
(FY-10)","ESG Score
(FY-11)","ESG Score
(FY-12)","ESG Score
(FY-13)","ESG Score
(FY-14)","ESG Score
(FY-15)","ESG Score
(FY-16)","ESG Score
(FY-17)","ESG Score
(FY-18)","ESG Score
(FY-19)","ESG Score
(FY-20)","ESG Score
(FY-21)","ESG Score
(FY-22)","ESG Score
(FY-23)","ESG Score
(FY-24)","ESG Score
(FY-25)","Controversies Score
(FY0)","Environmental Pillar ESG Score
(FY0)","Social Pillar ESG Score
(FY0)","Governance Pillar ESG Score
(FY0)","ESG Score
(FY0)"
RTX.N,RTX Corp,United States of America,Aerospace & Defense,262872605145.6,US75513E1010,62.1059822630771,66.1188533754073,61.894875537385,61.9805914082996,69.1081232238044,73.2208422739781,72.0947427760663,66.4913036954951,61.1231348584862,57.8596351441828,59.4185646700432,60.8661750593261,63.413361366487,62.5259109061767,52.7212580996621,48.2079523967997,44.315303436162,60.6022084333683,69.8520594158881,51.235615534418,40.6480711827184,44.7121346802465,,,,3.461202,3.307692,3.285714,3.25,59.8302337875836
LIN.OQ,Linde PLC,United States of America,Chemicals,242764702061.7,IE000S9YS762,86.654587492054,84.341053639928,90.0824150308646,86.0624574825104,87.9549690976828,85.8965522602711,75.3361971184633,71.332600102822,69.0581055051057,68.413773015287,66.5109138244691,68.3290350620443,71.8962867299495,73.195876699191,82.7580457936448,79.3278198234955,49.7506925483901,67.3834211682591,51.2931551937001,,,,,,,0,4.4,4,4.3,76.8622750377748
C.N,Citigroup Inc,United States of America,Banks,238047375609.35,US1729674242,86.3769628982202,86.6887219239459,85.5095325803713,88.8421256203893,88.1990666215607,88.5814378425526,88.8449140064369,83.0301668644531,81.4198701053879,74.5564509194298,79.6740151186044,73.4187802398316,76.6543971414846,82.5400016143435,75.7060644076624,76.7213008007405,73.6842873208187,66.1012815515647,68.7715633861608,39.0997129346648,34.6650005599994,37.3847095438729,,,,4.840791,3,4,3.857143,85.1236982671967
AXP.N,American Express Co,United States of America,Consumer Finance,236576224316.96,US0258161092,66.9892596885195,70.0131515691012,69.2368215584267,75.6040955029321,78.8745930163526,73.0672200146323,73.5375070444791,67.8013363722672,51.4350019995758,51.1560754110126,49.4633588400285,47.2401747653421,47.1872159911127,47.8713645041141,59.7390501772557,56.9423094651768,58.3370713985717,49.0826478516163,46.4497464658096,47.69784286383,45.9495030814502,55.0966212471131,,,,1.332535,3.25,2,3.428571,66.1441466863136
ANET.N,Arista Networks Inc,United States of America,Communications Equipment,232562126901.17,US0404132054,49.7192398070639,58.3390571569018,57.4448205769925,59.3213167212277,55.1520596737631,40.1271845059416,37.0284089981553,32.1792385076853,24.8480761033511,,,,,,,,,,,,,,,,,0,2.923077,2.428571,2,51.7075974119603
MRVL.OQ,Marvell Technology Inc,United States of America,Semiconductors & Semiconductor Equipment,208248497725.17,US5738741041,53.351363136422,55.9105249572935,59.7872629300586,49.7687346348529,41.0274712489976,37.2278475822929,43.243974528335,34.6939487726115,41.1302382075663,45.8703810707999,36.6814682226915,40.9048881110149,32.1124241489499,40.6193160407338,43.5793834404589,32.2466447919414,29.2618817202292,23.5053570018538,17.4239698260896,28.0659035367555,18.5623112372872,,,,,0,3,2.285714,3.5,64.8275866147109
CRWD.OQ,CrowdStrike Holdings Inc,United States of America,Software,200202131151.2,US22788C1053,27.7333619339538,22.9305350522806,25.1996953778111,21.8498048995016,22.9901207743172,,,,,,,,,,,,,,,,,,,,,0,1.5,0.75,2.692308,28.4023237207325
APH.N,Amphenol Corp,United States of America,"Electronic Equipment, Instruments & Components",199593236356.8,US0320951017,75.9045150969301,72.7200593754091,72.1933576314527,70.8670232836128,69.5225265850685,64.2144729096288,60.992923887912,57.1251202728299,22.9759490002897,29.8916855875542,22.2528751987305,23.1409621463978,25.8944388532819,27.7034854370197,26.6017288769662,27.3848802028285,19.4504035854049,35.0461975835109,25.1448747119073,23.8261921292469,,,,,,0.584729,3,3.428571,4.375,77.5858717746091
QCOM.OQ,Qualcomm Inc,United States of America,Semiconductors & Semiconductor Equipment,197633432000,US7475251036,74.8042886644067,77.6968202276443,76.6900734379535,74.6439007257138,70.9447761208557,68.3676007280599,63.2166521946226,68.3588652796066,73.6103091381068,73.8161966870841,65.003952223435,77.7632710298143,74.7146550351935,61.3435290137272,57.8578594813469,48.0914712274331,52.2007487250447,36.8435271860317,13.7492520458127,43.0421816776717,24.9420585806012,19.7039973013998,14.8259763890668,,,0.933991,3.307692,3.714286,4.363636,73.6328068874998
TMUS.OQ,T-Mobile US Inc,United States of America,Wireless Telecommunication Services,196982902588.34,US8725901040,64.961879903604,68.4765822490679,61.0582007315361,60.8875482923301,40.6271453133179,42.3150011991861,40.0746076812678,40.4920490972655,32.7708310718162,35.3853330620434,34.7604618885955,41.9185456150828,22.4342085273885,27.0173214717949,19.0229762883741,16.0169535105601,14.2666625011901,,,,,,,,,1.460315,3,2.5,3.272727,71.1400594804876
MCD.N,McDonald's Corp,United States of America,"Hotels, Restaurants & Leisure",196447764954.91,US5801351017,66.5567752715859,67.6616202637312,72.4782955074681,79.2372962681776,71.5044854760408,73.9935931307734,70.8363625878465,68.7852198131765,63.5381306876654,69.9806392552349,76.7002613468633,69.1074817975987,77.3231374558102,83.1128118255688,75.9831655965223,73.3281914948349,68.5177376876898,75.749889779521,70.3682143635727,47.2511673927978,46.0858246255242,53.9347801476248,,,,5,2.444444,2.375,2.923077,59.2382903898514
AMGN.OQ,Amgen Inc,United States of America,Biotechnology,195957280123.92,US0311621009,79.6632543541605,76.8966170861435,81.0132033170161,81.5809306582288,79.097174847409,73.7089441212665,79.0569733211943,66.8580544598771,68.7868635386203,64.8983553023546,66.7152173418982,50.2827578064177,47.7842627866902,46.9404118794799,53.9454699105157,38.2907424708369,25.7739535765528,32.5466927056251,41.3311504190915,24.4580600898885,23.4820784123987,17.3394275943038,,,,0.798976,3.111111,2.428571,4,74.9918800734903
TMO.N,Thermo Fisher Scientific Inc,United States of America,Life Sciences Tools & Services,194993498900.15,US8835561023,81.9372953002974,75.4198716168512,74.4759109429801,68.1869685437569,71.7136705118845,72.4715077043517,71.8272445351743,70.7387132115923,73.0077551183661,66.9610388434743,50.4449393916525,51.5100096264228,48.1054675759328,53.6689032289196,33.0492975884901,36.1175504702228,26.4538454740743,11.3365532109706,19.8938709234129,16.9448629341415,15.632853155916,25.2707533885005,,,,0.445348,3.461538,2.857143,3.428571,82.0388999833773
STX.OQ,Seagate Technology Holdings PLC,United States of America,"Technology Hardware, Storage & Peripherals",194945610709.08,IE00BKVD2N49,53.9467760909031,55.5233743082756,51.8455752567506,59.2244172753632,56.6110742692056,56.4892628002548,59.6654847502088,63.3715012080639,59.9137053975754,56.2262444456206,54.5058031980808,57.9457963103874,57.0955767956986,60.0998820317731,41.6175191223968,49.4066152718832,46.2447867710133,43.3231857747986,40.2949738433609,34.6063498713268,,,,,,0,3.538462,4,4.5,52.7183410210943
WDC.OQ,Western Digital Corp,United States of America,"Technology Hardware, Storage & Peripherals",194398998473.345,US9581021055,53.1733946664405,58.968552373694,59.2405850000996,58.1426067705378,60.5327006197037,52.2159250231977,37.1481290522557,37.8599605254048,40.6226870041309,37.2369536400147,44.3482182730766,45.4564221227071,46.9525627002937,48.5612294018212,33.1004434385787,33.5648392438967,28.741240220816,12.4546392461654,8.20271993785662,7.68726997185537,,,,,,0,3.230769,3.142857,4.375,61.7859513297294
ADI.OQ,Analog Devices Inc,United States of America,Semiconductors & Semiconductor Equipment,188746228000,US0326541051,65.4468096021011,63.6105550988552,75.7312587261135,74.404556153311,72.6463619996018,77.4782673282507,72.3316135085913,69.8796945491775,74.5674378586484,77.2508058927005,79.8725366139632,71.4736778619043,75.8332848067882,74.4794087247735,78.7676574143516,47.823962014224,44.54181393388,43.1386995528245,28.3237518407281,,,,,,,0,3.384615,4,3.875,68.0805178990374
PEP.OQ,PepsiCo Inc,United States of America,Beverages,185430072395.206,US7134481081,81.9835127438305,83.0660357515558,87.9155485663294,89.468949173666,87.6794433855693,85.3612116196839,83.9962121385184,81.5214686954366,72.6471280295015,76.8420851383356,79.2939930708445,71.7946894897062,84.3946728683101,86.8342397842251,83.9396846503473,73.2567136660163,74.1483134484192,71.4195242448536,72.1409629315242,61.4790875447083,47.7315081865376,41.1595879715202,,,,5,2.933333,2.857143,3.625,78.4929983224596
NEE.N,Nextera Energy Inc,United States of America,Electric Utilities,181656226681.8,US65339F1012,69.7638789896367,67.979693832022,79.4759371903213,78.0243571230863,76.5336914387425,71.6495890077516,74.6141677020078,72.7858636234944,74.3056493484239,69.4061774134956,67.1302407633859,65.6690301650761,65.4501137017386,71.7330350150782,64.9752848586145,57.7343494526919,54.0166963819358,44.2849417267214,47.2875896632713,31.9257828702664,34.1044114135788,36.3427803877188,,,,1.079313,2.333333,2.428571,2.9,70.2646902699538
SCHW.N,Charles Schwab Corp,United States of America,Capital Markets,177235299518.37,US8085131055,42.308337092422,47.494644527832,49.5560237113426,39.7701155832738,45.6248564564115,47.0549869830791,47.3853350930875,44.0984207121756,50.4279156909501,46.5358488590922,43.9641032360271,45.1805278368379,40.4535913196264,52.8003755682399,46.3145842591381,56.3119491266176,54.5779809832944,54.3628269951923,42.5503524908056,43.0764047634792,48.8816161756663,62.0338727585301,39.4378447749763,,,0.646714,0.75,0,2.214286,38.4570178987247
APP.OQ,Applovin Corp,United States of America,Software,176906004000,US03831W1080,33.0244538366617,30.1553134490356,31.9694665240775,,,,,,,,,,,,,,,,,,,,,,,0,0.75,0.75,2.153846,28.7423200384714
VZ.N,Verizon Communications Inc,United States of America,Diversified Telecommunication Services,176375608358.4,US92343V1044,71.8467825274839,69.5377235521552,69.963016460486,74.4898640926155,74.4956775717474,70.3407068320997,65.1246694386206,56.7227917785998,59.8854213056345,68.3751268815681,71.6600461121249,73.2331308749999,73.3938173354282,69.9155829053601,69.3339331627645,78.2684950532101,67.217443275772,34.3335083308844,60.5088160038644,33.8694156577986,18.9953327293786,13.7432160599507,,,,2.072809,3.25,4,4.363636,69.2402862162956
BA.N,Boeing Co,United States of America,Aerospace & Defense,175878133069.41,US0970231058,79.4658669115388,82.6929405032732,83.0196973259626,79.9404801251752,82.1264638215006,79.5278290058443,81.113286254619,69.8026129774429,66.5586285653601,73.8692079806204,58.8341669720054,66.3815106864587,69.4217240308634,67.1100090173068,63.5320492018205,67.1063377844502,48.7737168829758,51.5934000249165,60.7553956834531,57.3129952413907,64.0754687955209,51.2923347234452,,,,5,3.615385,3.625,4.25,80.1510481052559
UNP.N,Union Pacific Corp,United States of America,Ground Transportation,169232014233.52,US9078181081,73.3388032703644,77.6541892933024,75.765338462601,76.1489370015897,65.2249127877303,68.4747798491931,67.5865778976397,66.2675100236286,63.9754689406093,56.3726437142889,57.868102530666,55.5103010298455,63.3016856208702,55.2853739767867,47.6146476623261,50.1609037707037,48.4130113211296,48.1111061754718,47.0728853948156,29.7791271616774,54.1506051552134,33.9831405956117,,,,3.664285,2.833333,3.25,4.1,78.6674709495325
DIS.N,Walt Disney Co,United States of America,Entertainment,167000303646.08,US2546871060,70.9687032647483,69.6713058088523,71.9846307162413,79.3223428212518,74.8043124011334,70.7410805856578,65.5713409322044,64.8831963526744,63.5084248327944,61.6279582492453,60.8189922016009,60.8284992526212,64.7857466538327,62.4571407051929,75.0903510386428,72.2321666880717,67.4943787185708,54.2903016364717,57.1770165606361,43.3873781750068,48.0382564983904,51.3122754827186,,,,5,2.111111,2.25,3.454545,82.8495561794681
TJX.N,TJX Companies Inc,United States of America,Specialty Retail,166699900901.4,US8725401090,69.7128072657085,67.9108702184982,63.6144390582889,68.7118457918278,64.6896874979769,67.6056059875053,72.6603794505091,72.3201517200684,59.5633093880888,57.655291634716,55.1035287142917,64.8520001143681,68.1135178377596,67.5737991110946,67.9798199090932,54.9541522149184,40.2636273419133,47.8574246466759,37.3306346252821,34.1996624451781,,,,,,0,2.111111,2,3.625,68.8147005770711
GILD.OQ,"Gilead Sciences, Inc",United States of America,Biotechnology,166395194513.48,US3755581036,83.0172823281744,82.4520268653511,83.7558558696115,85.0870658845952,84.4925740170641,84.1855540152948,82.2849809585941,80.582304870448,68.3896696381179,67.4226728968285,50.2156910319515,47.4401599298702,45.8050951902003,32.7675824301676,22.5988491207446,21.0892289222952,32.4261999345593,34.8680680688027,31.2244953089561,,,,,,,0.342465,3.333333,2.285714,3.692308,87.0157404681501
BLK.N,BlackRock Inc,United States of America,Capital Markets,166045625226.88,US09290D1019,73.2965201282665,76.5627589574131,79.9996507019788,78.8127432831367,77.9554769233351,77.0431448815679,71.748040139262,62.2641723294805,58.5118309468659,43.2622191427778,38.8491131725688,27.7242423539878,29.8713730276891,32.3529345535864,35.2846555678246,23.8056131653397,,,,,,,,,,2.202987,3.25,1.5,2.642857,69.802183253899
GLW.N,Corning Inc,United States of America,"Electronic Equipment, Instruments & Components",165569504773.5,US2193501051,69.2621182291467,71.4246031631894,66.2136749153551,59.4057130358663,54.1099756711118,57.1881696520093,57.2675257876627,61.2309104372884,50.3368114690057,48.5330944207421,51.4036837850337,50.2669291789597,53.9302012432417,63.0187933895331,68.7401590558966,63.9338834721591,70.8466008814786,67.0366149547826,40.1010625372771,38.7404352314095,25.0468207305168,20.6097338991342,,,,1.700533,2.615385,4.285714,3.375,71.7770603750591
SHOP.OQ,Shopify Inc,United States of America,IT Services,164497186509.885,CA82509L1076,28.4343696572075,37.4662163613731,45.4675593098259,43.4624160167914,37.4716930543194,22.9790062268719,22.1095790253569,19.5485634970187,,,,,,,,,,,,,,,,,,0.733773,1,0.5,2.545455,29.3284191257673
ABT.N,Abbott Laboratories,United States of America,Health Care Equipment & Supplies,164427093297.6,US0028241000,83.5867734004682,83.0723535202482,81.2570313223198,81.2749642498145,80.7188593945167,79.4094542167089,78.2623091573076,79.3451892575018,77.9637038723337,70.4279699255749,74.0136461830219,80.5712848113663,83.6491876669093,81.8064939856078,77.1658598750198,73.4452798897033,64.6477562824319,52.7770241092317,66.8727691393411,27.3570272742741,40.6709249900856,39.8570323185223,,,,0.36188,3.470588,3.714286,3.230769,83.4887415423759
WELL.N,Welltower Inc,United States of America,Health Care REITs,163856862134,US95040Q1040,77.1282276695848,76.2159602641595,81.1210555232984,74.4073429592913,76.8026518251671,73.6892592718884,76.240476957264,70.7486309809056,65.6392211001033,49.3409014316643,48.4648963480601,47.4173833847827,30.8693140908368,32.8888623759434,22.4764417320611,18.0694386882643,,,,,,,,,,0,2.333333,2.333333,3.6,71.3678741606221
IBKR.OQ,Interactive Brokers Group Inc,United States of America,Capital Markets,163515779592,US45841N1072,37.2882698344091,31.5215288047065,28.2407344300606,28.1392186074574,26.5487454275331,29.7007353129015,20.7967398727832,20.1835535650617,21.2558231399975,21.1843542486765,18.3567054231519,20.4815191181598,21.9617178149577,22.1689217576185,24.3245046171021,,,,,,,,,,,0.699068,2.25,1.5,2.357143,44.9633161094701
DE.N,Deere & Co,United States of America,Machinery,160045899282.5,US2441991054,72.5845093141769,82.4859053120484,70.1736350521156,68.1162704859174,66.3802090920834,65.4079289463017,59.9164044490599,61.1015172797076,61.6181481334352,62.0533379394237,59.1948453775452,62.8163143378755,70.2762988942578,67.7503325889098,58.8343495101463,59.7835415843629,46.4044962434243,42.3758064724986,37.9572078114774,,,,,,,2.628032,2.846154,2.857143,2.857143,73.9453211052891
ETN.N,Eaton Corporation PLC,United States of America,Electrical Equipment,157583789000,IE00B8KQN827,66.6144578443464,69.7127004583155,67.1371989069687,67.0311286084056,66.0430376378284,66.7698398153746,74.1702098159738,75.7283480403942,65.876437731988,63.541881595739,68.8972688646901,68.8758535104607,62.0106505881856,57.8549544432011,65.1647302783456,67.6738364430485,65.9435175760946,67.7354885164156,58.5545293921312,43.9016564592601,,,,,,0,3.461538,3,3.375,63.9086271498441
UBER.N,Uber Technologies Inc,United States of America,Ground Transportation,151346786616.55,US90353T1007,78.6359191962298,78.9077258183162,80.4522489136527,73.031979185786,54.4479091327051,32.6935318416467,,,,,,,,,,,,,,,,,,,,5,3.5,2,3.818182,81.7700247707959
ISRG.OQ,Intuitive Surgical Inc,United States of America,Health Care Equipment & Supplies,146233837461.8,US46120E6023,54.9682949572313,59.7431112755724,61.1125405599819,57.6079918258651,52.3120714789463,50.0861985707146,38.6936266214076,43.6193896118023,43.4163119318309,36.295646183352,29.9897902293157,33.4805279470384,24.6290996982675,31.9992162093701,30.6164496640102,29.8928546468288,21.7313471591384,,,,,,,,,0,2.111111,1.714286,3.076923,62.0719726778561
T.N,AT&T Inc,United States of America,Diversified Telecommunication Services,146193049088.4,US00206R1023,78.585052454098,77.4284530687513,73.0024038560239,73.4394532885404,67.6567466184683,63.9298235825173,61.4157637076483,60.4943132650138,64.5999669176938,63.7311838433054,66.5414375135891,66.6431886371105,66.8860849113991,63.7770961615758,64.8686309047027,54.8232582606062,47.7908950246617,39.3471674380478,39.3680239035037,4.17832559515947,18.781311820624,19.0846197665821,,,,5,3,2,3.181818,72.1847258142623
SCCO.N,Southern Copper Corp,United States of America,Metals & Mining,145531921301.58,US84265V1052,72.8878429957098,55.9554944551027,59.9555760536081,68.4568223125059,57.4786429801636,60.1926567683952,53.0551039019129,47.349109301868,43.8592911391651,47.5061040612502,48.8956630134882,43.0073137632859,50.8366725737733,51.4916616033057,49.1192034655694,48.5401637243306,,,,,,,,,,0,3.857143,3.571429,3.230769,74.0275842272534
BX.N,Blackstone Inc,United States of America,Capital Markets,145059541173.05,US09260D1072,24.1715451733198,32.386015398727,32.9102984653575,33.6532451936636,33.6240965027989,21.5539212489891,20.5664057998737,,,,,,,,,,,,,,,,,,,1.227646,1.333333,0.666667,1.5,31.1001473058939
DHR.N,Danaher Corp,United States of America,Life Sciences Tools & Services,138708887479.46,US2358511028,82.3357216931384,81.9772151208989,80.4450467430071,82.5282996472909,74.5172381277991,72.8587145797942,61.9053490536182,60.0304910674774,57.1957491971734,47.3859063130351,45.3656278961163,34.9701173498494,33.1049185713816,20.5973546946633,23.0084549081221,26.5156439613279,31.6917307571806,42.3452234345585,44.517857576204,,,,,,,0.568717,2.076923,3.428571,4,81.8418763533382
PFE.N,Pfizer Inc,United States of America,Pharmaceuticals,138211521098.25,US7170811035,77.8723968446784,80.6402072311441,79.5164221176422,82.3668326274943,74.7818890824743,70.0394758629762,72.8767022758181,71.3103418771472,73.5507374192611,68.2879148606868,68.3531674310529,63.6406411842565,65.8640989886247,69.0514360469431,73.1525678859485,72.2456356692647,62.9641940150694,48.019074517373,57.4630723184326,41.8290244051044,36.1091527749209,49.0590370651021,,,,2.802582,3.222222,2.428571,3.461538,77.5999255147069
BKNG.OQ,Booking Holdings Inc,United States of America,"Hotels, Restaurants & Leisure",136246875401.88,US09857L1089,47.5491613873762,51.3999949296599,59.5872575331692,49.3714962337427,49.5596175126631,44.6017572031375,27.8039437336835,18.9052319267762,16.5945610334607,15.3876515829184,17.8578159277253,17.8287739492801,11.384617065123,15.4022941932982,16.1128322194884,15.4205055790939,15.4110358646059,,,,,,,,,0.844972,1.777778,1.875,4.5,47.3276860645934
CB.N,Chubb Limited,United States of America,Insurance,134897744866.8,CH0044328745,48.7500724641021,55.4253186972394,51.6099573664319,50.4389369179901,50.8523830929714,51.1880524906583,49.5660693386261,49.1367421218028,37.5943379640365,38.0903986203531,39.5553342117086,42.5247043028762,43.7932674691597,46.4993951896354,46.6133732372391,43.6040164393455,33.6621174147489,40.3913896463534,32.7343309477336,40.8028588445503,31.0629779577148,32.7562947562947,,,,0.933829,3,1,2.642857,44.8533849895701
PGR.N,Progressive Corp,United States of America,Insurance,133626544000,US7433151039,58.3333326284779,59.8197319259052,60.6947523503126,55.4306547991643,53.0534932579349,51.9967419375153,53.746853055927,54.6184948289675,55.5518372732123,49.5368990220162,57.5493476476711,59.7130598432416,47.2565711024395,50.4424757291169,43.8748357406196,53.0597242153602,49.1916321942769,37.5655284124685,47.3782982133067,35.8352997660711,45.5923051355988,30.8106859746582,,,,0,3.25,1,3.285714,69.3208481727609
CRM.N,Salesforce Inc,United States of America,Software,133087500000,US79466L3024,72.9903613260684,68.4613550090371,65.385889569399,67.6957160116562,66.1612232426642,61.8741964978114,74.5849552234235,64.2234803900014,55.9665758085069,45.7091720292443,43.0228495489568,46.1439680085386,43.5780681762494,38.8650758938982,44.3860937703672,39.0121213683771,39.3727447066232,39.8042950142147,,,,,,,,0,3.75,3.25,3.461538,69.8871800821878
PLD.N,Prologis Inc,United States of America,Industrial REITs,131795299680,US74340W1036,66.6208809172934,67.8988521365599,64.1451581809143,73.6018024102896,72.9887260479101,78.3615572509395,80.6583709624184,80.6113112003028,87.3949633226192,75.7135411276399,70.3420106618758,62.3843111929447,71.309442366249,74.0904830613067,75.8841032898249,34.6715643738597,35.3650892888675,31.1909687371552,28.1821374995845,22.6032519435127,,,,,,0,2.416667,1.666667,2.8,66.6246064086973
COP.N,ConocoPhillips,United States of America,"Oil, Gas & Consumable Fuels",131600117880,US20825C1045,61.8945142808647,63.7596921539419,65.2469121193231,69.4648975986863,69.3268917615479,72.1397248231009,68.5704735151238,75.3195657174801,79.4399318728545,78.7081471543145,81.0859972873176,81.312188463327,82.5063682949112,83.9464352800877,75.1052400459034,71.709851893174,64.1223686175519,58.8913491917477,53.4142003179695,40.4937246299036,28.9531516995178,26.7149475032506,,,,2.857486,3.142857,3.714286,3.692308,59.8891220023601
